pdb_code,atom_name,lig_name,atom_index,mol_index,lig_chain,dist
2MAN,C3,MAN,2304,298,B,1.53
2MAN,C4,MAN,2305,298,B,1.51
2MAN,C5,MAN,2306,298,B,1.56
2MAN,O5,MAN,2311,298,B,1.43
3MAN,C1,MAN,2291,297,B,6.05
3MAN,C2,MAN,2292,297,B,1.56
3MAN,C3,MAN,2293,297,B,1.53
3MAN,C4,MAN,2294,297,B,1.49
3MAN,C5,MAN,2295,297,B,1.54
3MAN,O5,MAN,2300,297,B,1.43
2CKR,C1,NaN,NaN,NaN,NaN,NaN
2CKR,C2,NaN,NaN,NaN,NaN,NaN
2CKR,C3,NaN,NaN,NaN,NaN,NaN
2CKR,C4,NaN,NaN,NaN,NaN,NaN
2CKR,C5,NaN,NaN,NaN,NaN,NaN
2CKR,O5,NaN,NaN,NaN,NaN,NaN
3AMG,C1,BGC,5066,603,D,3.35
3AMG,C2,BGC,5061,603,D,1.52
3AMG,C3,BGC,5062,603,D,1.52
3AMG,C4,BGC,5063,603,D,1.53
3AMG,C5,BGC,5064,603,D,1.52
3AMG,O5,BGC,5071,603,D,1.44
3AOF,C1,NaN,NaN,NaN,NaN,NaN
3AOF,C2,NaN,NaN,NaN,NaN,NaN
3AOF,C3,NaN,NaN,NaN,NaN,NaN
3AOF,C4,NaN,NaN,NaN,NaN,NaN
3AOF,C5,NaN,NaN,NaN,NaN,NaN
3AOF,O5,NaN,NaN,NaN,NaN,NaN
3AZR,C1,GLC,5201,619,C,3.05
3AZR,C2,GLC,5202,619,C,1.54
3AZR,C3,GLC,5203,619,C,1.53
3AZR,C4,GLC,5204,619,C,1.53
3AZR,C5,GLC,5205,619,C,1.53
3AZR,O5,GLC,5211,619,C,1.44
3AZS,C1,MAN,5182,616,C,3.15
3AZS,C2,MAN,5183,616,C,1.49
3AZS,C3,MAN,5184,616,C,1.49
3AZS,C4,MAN,5185,616,C,1.52
3AZS,C5,MAN,5186,616,C,1.58
3AZS,O5,MAN,5192,616,C,1.46
3AZT,C1,GLC,10402,1238,E,3.05
3AZT,C2,GLC,10403,1238,E,1.54
3AZT,C3,GLC,10404,1238,E,1.53
3AZT,C4,GLC,10405,1238,E,1.53
3AZT,C5,GLC,10406,1238,E,1.53
3AZT,O5,GLC,10412,1238,E,1.44
7EC9,C1,NOJ,10552,646,C,3.45
7EC9,C2,NOJ,10553,646,C,1.53
7EC9,C3,NOJ,10555,646,C,1.52
7EC9,C4,NOJ,10557,646,C,1.53
7EC9,C5,NOJ,10559,646,C,1.53
7EC9,O5,NaN,NaN,NaN,NaN,NaN
3PZI,C1,BGC,2942,357,B,3.70
3PZI,C2,BGC,2937,357,B,1.52
3PZI,C3,BGC,2938,357,B,1.55
3PZI,C4,BGC,2939,357,B,1.55
3PZI,C5,BGC,2940,357,B,1.53
3PZI,O5,BGC,2947,357,B,1.44
3PZO,C1,GLC,2979,358,C,4.90
3PZO,C2,GLC,2980,358,C,1.60
3PZO,C3,GLC,2981,358,C,1.60
3PZO,C4,GLC,2982,358,C,1.51
3PZO,C5,GLC,2983,358,C,1.51
3PZO,O5,GLC,2988,358,C,1.43
3PZQ,C1,GLC,2977,358,C,4.80
3PZQ,C2,GLC,2978,358,C,1.53
3PZQ,C3,GLC,2979,358,C,1.55
3PZQ,C4,GLC,2980,358,C,1.55
3PZQ,C5,GLC,2981,358,C,1.56
3PZQ,O5,GLC,2986,358,C,1.44
4M24,C1,BGC,2695,321,B,5.20
4M24,C2,BGC,2690,321,B,1.53
4M24,C3,BGC,2691,321,B,1.52
4M24,C4,BGC,2692,321,B,1.53
4M24,C5,BGC,2693,321,B,1.53
4M24,O5,BGC,2699,321,B,1.43
5LJF,C1,BGC,5109,638,C,4.50
5LJF,C2,BGC,5104,638,C,1.56
5LJF,C3,BGC,5105,638,C,1.52
5LJF,C4,BGC,5106,638,C,1.55
5LJF,C5,BGC,5107,638,C,1.57
5LJF,O5,BGC,5113,638,C,1.41
6ZZ3,C1,GLC,10185,1278,E,1.40
6ZZ3,C2,GLC,10186,1278,E,1.53
6ZZ3,C3,GLC,10187,1278,E,1.49
6ZZ3,C4,GLC,10188,1278,E,1.52
6ZZ3,C5,GLC,10189,1278,E,1.53
6ZZ3,O5,GLC,10194,1278,E,1.49
7P6H,C1,BGC,5575,638,C,5.35
7P6H,C2,BGC,5564,638,C,1.40
7P6H,C3,BGC,5566,638,C,1.45
7P6H,C4,BGC,5568,638,C,1.49
7P6H,C5,BGC,5570,638,C,1.56
7P6H,O5,BGC,5583,638,C,1.46
7P6J,C1,GLC,10762,1274,E,1.45
7P6J,C2,GLC,10763,1274,E,1.54
7P6J,C3,GLC,10764,1274,E,1.50
7P6J,C4,GLC,10765,1274,E,1.51
7P6J,C5,GLC,10766,1274,E,1.53
7P6J,O5,GLC,10771,1274,E,1.47
4W85,C1,NaN,NaN,NaN,NaN,NaN
4W85,C2,NaN,NaN,NaN,NaN,NaN
4W85,C3,NaN,NaN,NaN,NaN,NaN
4W85,C4,NaN,NaN,NaN,NaN,NaN
4W85,C5,NaN,NaN,NaN,NaN,NaN
4W85,O5,NaN,NaN,NaN,NaN,NaN
4W86,C1,BGC,5393,679,D,6.30
4W86,C2,BGC,5388,679,D,1.53
4W86,C3,BGC,5389,679,D,1.53
4W86,C4,BGC,5390,679,D,1.53
4W86,C5,BGC,5391,679,D,1.54
4W86,O5,BGC,5398,679,D,1.43
4W87,C1,XYS,5408,678,C,4.00
4W87,C2,XYS,5409,678,C,1.57
4W87,C3,XYS,5410,678,C,1.53
4W87,C4,XYS,5411,678,C,1.55
4W87,C5,XYS,5412,678,C,1.53
4W87,O5,XYS,5416,678,C,1.45
4W88,C1,BGC,5444,679,C,6.00
4W88,C2,BGC,5439,679,C,1.49
4W88,C3,BGC,5440,679,C,1.54
4W88,C4,BGC,5441,679,C,1.50
4W88,C5,BGC,5442,679,C,1.59
4W88,O5,BGC,5448,679,C,1.33
4W89,C1,BGC,5402,678,C,6.10
4W89,C2,BGC,5397,678,C,1.53
4W89,C3,BGC,5398,678,C,1.53
4W89,C4,BGC,5399,678,C,1.54
4W89,C5,BGC,5400,678,C,1.55
4W89,O5,BGC,5406,678,C,1.43
4W8B,C1,GLC,3044,386,B,3.20
4W8B,C2,GLC,3045,386,B,1.53
4W8B,C3,GLC,3046,386,B,1.49
4W8B,C4,GLC,3047,386,B,1.51
4W8B,C5,GLC,3048,386,B,1.48
4W8B,O5,GLC,3055,386,B,1.44
4HU0,C1,BGC,2746,330,B,3.05
4HU0,C2,BGC,2741,330,B,1.58
4HU0,C3,BGC,2742,330,B,1.55
4HU0,C4,BGC,2743,330,B,1.60
4HU0,C5,BGC,2744,330,B,1.55
4HU0,O5,BGC,2750,330,B,1.48
4W7V,C1,BGC,2472,313,B,4.85
4W7V,C2,BGC,2467,313,B,1.53
4W7V,C3,BGC,2468,313,B,1.53
4W7V,C4,BGC,2469,313,B,1.53
4W7V,C5,BGC,2470,313,B,1.54
4W7V,O5,BGC,2476,313,B,1.44
4W7W,C1,BGC,2546,314,C,4.85
4W7W,C2,BGC,2541,314,C,1.52
4W7W,C3,BGC,2542,314,C,1.53
4W7W,C4,BGC,2543,314,C,1.53
4W7W,C5,BGC,2544,314,C,1.53
4W7W,O5,BGC,2550,314,C,1.43
6GL0,C1,GLC,7964,993,D,3.30
6GL0,C2,GLC,7965,993,D,1.54
6GL0,C3,GLC,7966,993,D,1.52
6GL0,C4,GLC,7967,993,D,1.52
6GL0,C5,GLC,7968,993,D,1.52
6GL0,O5,GLC,7974,993,D,1.39
5I77,C1,PGE,2378,303,C,5.65
5I77,C2,PGE,2380,303,C,1.56
5I77,C3,PGE,2382,303,C,2.44
5I77,C4,PGE,2383,303,C,1.53
5I77,C5,PGE,2386,303,C,2.48
5I77,O5,NaN,NaN,NaN,NaN,NaN
5I79,C1,BGC,4771,606,C,3.65
5I79,C2,BGC,4766,606,C,1.54
5I79,C3,BGC,4767,606,C,1.58
5I79,C4,BGC,4768,606,C,1.57
5I79,C5,BGC,4769,606,C,1.53
5I79,O5,BGC,4776,606,C,1.39
1EQC,C1,CTS,3236,394,B,3.50
1EQC,C2,CTS,3237,394,B,1.55
1EQC,C3,CTS,3238,394,B,1.54
1EQC,C4,CTS,3239,394,B,1.54
1EQC,C5,CTS,3240,394,B,1.55
1EQC,O5,NaN,NaN,NaN,NaN,NaN
2PB1,C1,G2F,3243,394,B,1.45
2PB1,C2,G2F,3244,394,B,1.52
2PB1,C3,G2F,3245,394,B,1.54
2PB1,C4,G2F,3246,394,B,1.55
2PB1,C5,G2F,3247,394,B,1.53
2PB1,O5,G2F,3251,394,B,1.41
2PC8,C1,BGC,3250,395,C,5.25
2PC8,C2,BGC,3245,395,C,1.53
2PC8,C3,BGC,3246,395,C,1.53
2PC8,C4,BGC,3247,395,C,1.53
2PC8,C5,BGC,3248,395,C,1.53
2PC8,O5,BGC,3255,395,C,1.41
3N9K,C1,BGC,3282,394,B,4.15
3N9K,C2,BGC,3277,394,B,1.58
3N9K,C3,BGC,3278,394,B,1.54
3N9K,C4,BGC,3279,394,B,1.53
3N9K,C5,BGC,3280,394,B,1.57
3N9K,O5,BGC,3286,394,B,1.45
4M81,C1,GLF,3229,394,B,3.45
4M81,C2,GLF,3230,394,B,1.53
4M81,C3,GLF,3231,394,B,1.53
4M81,C4,GLF,3232,394,B,1.53
4M81,C5,GLF,3233,394,B,1.54
4M81,O5,GLF,3239,394,B,1.42
4M82,C1,NGB,3279,393,B,4.35
4M82,C2,NGB,3280,393,B,1.53
4M82,C3,NGB,3282,393,B,1.52
4M82,C4,NGB,3284,393,B,1.53
4M82,C5,NGB,3286,393,B,1.54
4M82,O5,NGB,3287,393,B,1.43
4OOZ,C1,BMA,5878,737,G,3.90
4OOZ,C2,BMA,5879,737,G,1.50
4OOZ,C3,BMA,5880,737,G,1.52
4OOZ,C4,BMA,5881,737,G,1.54
4OOZ,C5,BMA,5882,737,G,1.55
4OOZ,O5,BMA,5888,737,G,1.41
5D8Z,C1,BGC,4881,648,C,5.20
5D8Z,C2,BGC,4876,648,C,1.56
5D8Z,C3,BGC,4877,648,C,1.55
5D8Z,C4,BGC,4878,648,C,1.52
5D8Z,C5,BGC,4879,648,C,1.55
5D8Z,O5,BGC,4885,648,C,1.44
8GHY,C1,BGC,5839,724,C,3.10
8GHY,C2,BGC,5834,724,C,1.54
8GHY,C3,BGC,5835,724,C,1.53
8GHY,C4,BGC,5836,724,C,1.53
8GHY,C5,BGC,5837,724,C,1.53
8GHY,O5,BGC,5844,724,C,1.44
3AYS,C1,BGC,2895,357,B,3.20
3AYS,C2,BGC,2890,357,B,1.57
3AYS,C3,BGC,2891,357,B,1.54
3AYS,C4,BGC,2892,357,B,1.53
3AYS,C5,BGC,2893,357,B,1.54
3AYS,O5,BGC,2900,357,B,1.44
4LYQ,C1,BMA,3407,414,B,3.20
4LYQ,C2,BMA,3408,414,B,1.53
4LYQ,C3,BMA,3409,414,B,1.55
4LYQ,C4,BMA,3410,414,B,1.58
4LYQ,C5,BMA,3411,414,B,1.55
4LYQ,O5,BMA,3416,414,B,1.41
4NRR,C1,BMA,6741,831,C,3.30
4NRR,C2,BMA,6742,831,C,1.53
4NRR,C3,BMA,6743,831,C,1.51
4NRR,C4,BMA,6744,831,C,1.56
4NRR,C5,BMA,6745,831,C,1.55
4NRR,O5,BMA,6750,831,C,1.43
4NRS,C1,BMA,6754,831,C,3.60
4NRS,C2,BMA,6755,831,C,1.55
4NRS,C3,BMA,6756,831,C,1.52
4NRS,C4,BMA,6757,831,C,1.53
4NRS,C5,BMA,6758,831,C,1.55
4NRS,O5,BMA,6763,831,C,1.44
5L9C,C1,BGC,9574,1219,H,5.10
5L9C,C2,BGC,9569,1219,H,1.53
5L9C,C3,BGC,9570,1219,H,1.53
5L9C,C4,BGC,9571,1219,H,1.53
5L9C,C5,BGC,9572,1219,H,1.53
5L9C,O5,BGC,9578,1219,H,1.43
7R29,C1,GLC,4976,610,C,1.40
7R29,C2,GLC,4977,610,C,1.53
7R29,C3,GLC,4978,610,C,1.53
7R29,C4,GLC,4979,610,C,1.55
7R29,C5,GLC,4980,610,C,1.53
7R29,O5,GLC,4985,610,C,1.42
7R2C,C1,BGC,5006,611,D,5.60
7R2C,C2,BGC,5001,611,D,1.53
7R2C,C3,BGC,5002,611,D,1.53
7R2C,C4,BGC,5003,611,D,1.53
7R2C,C5,BGC,5004,611,D,1.53
7R2C,O5,BGC,5010,611,D,1.44
7R2D,C1,BGC,4920,610,C,3.05
7R2D,C2,BGC,4915,610,C,1.53
7R2D,C3,BGC,4916,610,C,1.54
7R2D,C4,BGC,4917,610,C,1.53
7R2D,C5,BGC,4918,610,C,1.53
7R2D,O5,BGC,4925,610,C,1.44
1QNR,C1,BMA,2715,344,B,5.15
1QNR,C2,BMA,2716,344,B,1.55
1QNR,C3,BMA,2717,344,B,1.54
1QNR,C4,BMA,2718,344,B,1.53
1QNR,C5,BMA,2719,344,B,1.54
1QNR,O5,BMA,2724,344,B,1.47
4YHG,C1,BGC,5946,750,C,3.10
4YHG,C2,BGC,5941,750,C,1.57
4YHG,C3,BGC,5942,750,C,1.56
4YHG,C4,BGC,5943,750,C,1.55
4YHG,C5,BGC,5944,750,C,1.53
4YHG,O5,BGC,5951,750,C,1.46
3W7S,C1,NaN,NaN,NaN,NaN,NaN
3W7S,C2,NaN,NaN,NaN,NaN,NaN
3W7S,C3,NaN,NaN,NaN,NaN,NaN
3W7S,C4,NaN,NaN,NaN,NaN,NaN
3W7S,C5,NaN,NaN,NaN,NaN,NaN
3W7S,O5,NaN,NaN,NaN,NaN,NaN
3W7T,C1,BMA,12358,1522,E,5.80
3W7T,C2,BMA,12359,1522,E,1.53
3W7T,C3,BMA,12360,1522,E,1.53
3W7T,C4,BMA,12361,1522,E,1.53
3W7T,C5,BMA,12362,1522,E,1.52
3W7T,O5,BMA,12368,1522,E,1.43
3W7U,C1,NaN,NaN,NaN,NaN,NaN
3W7U,C2,NaN,NaN,NaN,NaN,NaN
3W7U,C3,NaN,NaN,NaN,NaN,NaN
3W7U,C4,NaN,NaN,NaN,NaN,NaN
3W7U,C5,NaN,NaN,NaN,NaN,NaN
3W7U,O5,NaN,NaN,NaN,NaN,NaN
3W7W,C1,NaN,NaN,NaN,NaN,NaN
3W7W,C2,NaN,NaN,NaN,NaN,NaN
3W7W,C3,NaN,NaN,NaN,NaN,NaN
3W7W,C4,NaN,NaN,NaN,NaN,NaN
3W7W,C5,NaN,NaN,NaN,NaN,NaN
3W7W,O5,NaN,NaN,NaN,NaN,NaN
3W7X,C1,NaN,NaN,NaN,NaN,NaN
3W7X,C2,NaN,NaN,NaN,NaN,NaN
3W7X,C3,NaN,NaN,NaN,NaN,NaN
3W7X,C4,NaN,NaN,NaN,NaN,NaN
3W7X,C5,NaN,NaN,NaN,NaN,NaN
3W7X,O5,NaN,NaN,NaN,NaN,NaN
5CA3,C1,NaN,NaN,NaN,NaN,NaN
5CA3,C2,NaN,NaN,NaN,NaN,NaN
5CA3,C3,NaN,NaN,NaN,NaN,NaN
5CA3,C4,NaN,NaN,NaN,NaN,NaN
5CA3,C5,NaN,NaN,NaN,NaN,NaN
5CA3,O5,NaN,NaN,NaN,NaN,NaN
5GW7,C1,BGC,12229,1522,G,7.15
5GW7,C2,BGC,12224,1522,G,1.53
5GW7,C3,BGC,12225,1522,G,1.53
5GW7,C4,BGC,12226,1522,G,1.52
5GW7,C5,BGC,12227,1522,G,1.53
5GW7,O5,BGC,12234,1522,G,1.42
5OIW,C1,9WN,7469,899,L,4.50
5OIW,C2,9WN,7468,899,L,1.54
5OIW,C3,9WN,7467,899,L,1.49
5OIW,C4,9WN,7466,899,L,1.50
5OIW,C5,9WN,7465,899,L,1.53
5OIW,O5,9WN,7472,899,L,1.46
5OJ4,C1,2M8,7497,903,P,4.70
5OJ4,C2,2M8,7505,903,P,1.55
5OJ4,C3,2M8,7507,903,P,1.48
5OJ4,C4,2M8,7509,903,P,1.51
5OJ4,C5,2M8,7511,903,P,1.55
5OJ4,O5,2M8,7514,903,P,1.47
5OJU,C1,9WN,7307,891,C,3.80
5OJU,C2,9WN,7306,891,C,1.55
5OJU,C3,9WN,7305,891,C,1.49
5OJU,C4,9WN,7304,891,C,1.49
5OJU,C5,9WN,7303,891,C,1.54
5OJU,O5,9WN,7310,891,C,1.47
5OJV,C1,2M8,7322,897,J,3.50
5OJV,C2,2M8,7330,897,J,1.54
5OJV,C3,2M8,7332,897,J,1.47
5OJV,C4,2M8,7334,897,J,1.47
5OJV,C5,2M8,7336,897,J,1.54
5OJV,O5,2M8,7339,897,J,1.48
5ONT,C1,A0K,7326,881,G,4.05
5ONT,C2,A0K,7325,881,G,1.54
5ONT,C3,A0K,7324,881,G,1.52
5ONT,C4,A0K,7323,881,G,1.54
5ONT,C5,A0K,7322,881,G,1.55
5ONT,O5,A0K,7329,881,G,1.44
5ONZ,C1,9YW,7524,899,L,4.45
5ONZ,C2,9YW,7523,899,L,1.54
5ONZ,C3,9YW,7522,899,L,1.47
5ONZ,C4,9YW,7521,899,L,1.48
5ONZ,C5,9YW,7504,898,K,1.53
5ONZ,O5,9YW,7510,898,K,1.37
5OO2,C1,9YW,7379,896,I,3.90
5OO2,C2,9YW,7378,896,I,1.54
5OO2,C3,9YW,7377,896,I,1.46
5OO2,C4,9YW,7376,896,I,1.48
5OO2,C5,9YW,7375,896,I,1.55
5OO2,O5,9YW,7381,896,I,1.47
4WVB,C1,GLC,6731,814,F,3.90
4WVB,C2,GLC,6732,814,F,1.55
4WVB,C3,GLC,6733,814,F,1.54
4WVB,C4,GLC,6734,814,F,1.54
4WVB,C5,GLC,6735,814,F,1.55
4WVB,O5,GLC,6741,814,F,1.45
4KTP,C1,BGC,12234,1528,C,3.95
4KTP,C2,BGC,12229,1528,C,1.56
4KTP,C3,BGC,12230,1528,C,1.53
4KTP,C4,BGC,12231,1528,C,1.51
4KTP,C5,BGC,12232,1528,C,1.56
4KTP,O5,BGC,12239,1528,C,1.43
4KTR,C1,IFM,48702,6090,I,5.50
4KTR,C2,IFM,48700,6090,I,2.50
4KTR,C3,IFM,48698,6090,I,1.52
4KTR,C4,IFM,48697,6090,I,1.56
4KTR,C5,IFM,48703,6090,I,1.49
4KTR,O5,NaN,NaN,NaN,NaN,NaN
3WIQ,C1,BGC,6153,751,B,4.30
3WIQ,C2,BGC,6148,751,B,1.52
3WIQ,C3,BGC,6149,751,B,1.53
3WIQ,C4,BGC,6150,751,B,1.52
3WIQ,C5,BGC,6151,751,B,1.55
3WIQ,O5,BGC,6158,751,B,1.43
3WIR,C1,BGC,24753,3024,E,3.85
3WIR,C2,BGC,24748,3024,E,1.52
3WIR,C3,BGC,24749,3024,E,1.50
3WIR,C4,BGC,24750,3024,E,1.55
3WIR,C5,BGC,24751,3024,E,1.54
3WIR,O5,BGC,24758,3024,E,1.46
7FE4,C1,BGC,15867,1977,D,4.15
7FE4,C2,BGC,15862,1977,D,1.53
7FE4,C3,BGC,15863,1977,D,1.52
7FE4,C4,BGC,15864,1977,D,1.53
7FE4,C5,BGC,15865,1977,D,1.52
7FE4,O5,BGC,15872,1977,D,1.42
8IUC,C1,BGC,31773,1978,E,4.35
8IUC,C2,BGC,31768,1978,E,1.57
8IUC,C3,BGC,31769,1978,E,1.54
8IUC,C4,BGC,31770,1978,E,1.59
8IUC,C5,BGC,31771,1978,E,1.62
8IUC,O5,BGC,31778,1978,E,1.47
1GQJ,C1,XYP,11514,1416,C,4.40
1GQJ,C2,XYP,11515,1416,C,1.49
1GQJ,C3,XYP,11516,1416,C,1.51
1GQJ,C4,XYP,11517,1416,C,1.53
1GQJ,C5,XYP,11518,1416,C,1.51
1GQJ,O5,XYP,11522,1416,C,1.36
1GQK,C1,BDP,11466,1416,C,3.20
1GQK,C2,BDP,11467,1416,C,1.53
1GQK,C3,BDP,11468,1416,C,1.52
1GQK,C4,BDP,11469,1416,C,1.53
1GQK,C5,BDP,11470,1416,C,1.52
1GQK,O5,BDP,11475,1416,C,1.39
1GQL,C1,BDP,11436,1403,E,3.35
1GQL,C2,BDP,11437,1403,E,1.54
1GQL,C3,BDP,11438,1403,E,1.52
1GQL,C4,BDP,11439,1403,E,1.52
1GQL,C5,BDP,11440,1403,E,1.54
1GQL,O5,BDP,11445,1403,E,1.42
1H41,C1,GCV,11390,1401,C,3.40
1H41,C2,GCV,11391,1401,C,1.55
1H41,C3,GCV,11392,1401,C,1.53
1H41,C4,GCV,11393,1401,C,1.52
1H41,C5,GCV,11394,1401,C,1.52
1H41,O5,GCV,11400,1401,C,1.42
1L8N,C1,GCW,5637,672,C,3.30
1L8N,C2,GCW,5638,672,C,1.57
1L8N,C3,GCW,5639,672,C,1.55
1L8N,C4,GCW,5640,672,C,1.55
1L8N,C5,GCW,5641,672,C,1.59
1L8N,O5,GCW,5647,672,C,1.45
1MQQ,C1,GCU,5681,675,B,3.25
1MQQ,C2,GCU,5683,675,B,1.57
1MQQ,C3,GCU,5685,675,B,1.56
1MQQ,C4,GCU,5688,675,B,1.47
1MQQ,C5,GCU,5690,675,B,1.57
1MQQ,O5,GCU,5701,675,B,1.46
1K9E,C1,GCV,5613,671,B,3.20
1K9E,C2,GCV,5614,671,B,1.54
1K9E,C3,GCV,5615,671,B,1.62
1K9E,C4,GCV,5616,671,B,1.48
1K9E,C5,GCV,5617,671,B,1.46
1K9E,O5,GCV,5623,671,B,1.45
1K9F,C1,GCV,5570,671,B,3.50
1K9F,C2,GCV,5571,671,B,1.55
1K9F,C3,GCV,5572,671,B,1.61
1K9F,C4,GCV,5573,671,B,1.46
1K9F,C5,GCV,5574,671,B,1.51
1K9F,O5,GCV,5579,671,B,1.42
7BJ4,C1,FRU,31823,4060,K,3.05
7BJ4,C2,FRU,31824,4060,K,1.53
7BJ4,C3,FRU,31825,4060,K,1.53
7BJ4,C4,FRU,31826,4060,K,1.52
7BJ4,C5,FRU,31827,4060,K,1.53
7BJ4,O5,FRU,31832,4060,K,2.42
7BJC,C1,FRU,31769,4054,K,2.85
7BJC,C2,FRU,31770,4054,K,1.54
7BJC,C3,FRU,31771,4054,K,1.53
7BJC,C4,FRU,31772,4054,K,1.52
7BJC,C5,FRU,31773,4054,K,1.53
7BJC,O5,FRU,31779,4054,K,2.42
3VSS,C1,FRU,3851,494,B,3.40
3VSS,C2,FRU,3852,494,B,1.54
3VSS,C3,FRU,3853,494,B,1.54
3VSS,C4,FRU,3854,494,B,1.53
3VSS,C5,FRU,3855,494,B,1.54
3VSS,O5,FRU,3861,494,B,2.41
1PT2,C1,FRU,3449,440,B,3.20
1PT2,C2,FRU,3450,440,B,1.54
1PT2,C3,FRU,3451,440,B,1.53
1PT2,C4,FRU,3452,440,B,1.52
1PT2,C5,FRU,3453,440,B,1.53
1PT2,O5,FRU,3459,440,B,2.46
3BYN,C1,FRU,3438,440,B,3.10
3BYN,C2,FRU,3439,440,B,1.54
3BYN,C3,FRU,3440,440,B,1.53
3BYN,C4,FRU,3441,440,B,1.52
3BYN,C5,FRU,3442,440,B,1.53
3BYN,O5,FRU,3448,440,B,2.46
6VHQ,C1,FRU,7153,880,C,4.50
6VHQ,C2,FRU,7154,880,C,1.43
6VHQ,C3,FRU,7155,880,C,1.62
6VHQ,C4,FRU,7156,880,C,1.30
6VHQ,C5,FRU,7157,880,C,1.68
6VHQ,O5,FRU,7162,880,C,2.50
6M0E,C1,FRU,3707,480,E,3.40
6M0E,C2,FRU,3708,480,E,1.52
6M0E,C3,FRU,3709,480,E,1.54
6M0E,C4,FRU,3710,480,E,1.52
6M0E,C5,FRU,3711,480,E,1.53
6M0E,O5,FRU,3717,480,E,2.40
8I2R,C1,FRU,3710,479,D,3.45
8I2R,C2,FRU,3711,479,D,1.52
8I2R,C3,FRU,3712,479,D,1.52
8I2R,C4,FRU,3713,479,D,1.52
8I2R,C5,FRU,3714,479,D,1.53
8I2R,O5,FRU,3720,479,D,2.46
7FDZ,C1,FRU,3328,417,B,3.15
7FDZ,C2,FRU,3329,417,B,1.54
7FDZ,C3,FRU,3330,417,B,1.55
7FDZ,C4,FRU,3331,417,B,1.56
7FDZ,C5,FRU,3332,417,B,1.55
7FDZ,O5,FRU,3338,417,B,2.34
4D47,C1,FRU,25976,3288,I,3.80
4D47,C2,FRU,25977,3288,I,1.53
4D47,C3,FRU,25978,3288,I,1.52
4D47,C4,FRU,25979,3288,I,1.52
4D47,C5,FRU,25980,3288,I,1.53
4D47,O5,FRU,25986,3288,I,2.44
6RV5,C1,NaN,NaN,NaN,NaN,NaN
6RV5,C2,NaN,NaN,NaN,NaN,NaN
6RV5,C3,NaN,NaN,NaN,NaN,NaN
6RV5,C4,NaN,NaN,NaN,NaN,NaN
6RV5,C5,NaN,NaN,NaN,NaN,NaN
6RV5,O5,NaN,NaN,NaN,NaN,NaN
2YFS,C1,FRU,4216,533,B,3.35
2YFS,C2,FRU,4217,533,B,1.55
2YFS,C3,FRU,4218,533,B,1.54
2YFS,C4,FRU,4219,533,B,1.54
2YFS,C5,FRU,4220,533,B,1.53
2YFS,O5,FRU,4226,533,B,2.51
2YFT,C1,FRU,4133,519,B,3.15
2YFT,C2,FRU,4134,519,B,1.50
2YFT,C3,FRU,4135,519,B,1.54
2YFT,C4,FRU,4136,519,B,1.53
2YFT,C5,FRU,4137,519,B,1.53
2YFT,O5,FRU,4143,519,B,2.41
1UOZ,C1,GLC,2331,300,B,4.85
1UOZ,C2,GLC,2332,300,B,1.54
1UOZ,C3,GLC,2333,300,B,1.51
1UOZ,C4,GLC,2334,300,B,1.52
1UOZ,C5,GLC,2335,300,B,1.54
1UOZ,O5,GLC,2340,300,B,1.44
1UP0,C1,BGC,2186,293,B,4.85
1UP0,C2,BGC,2181,293,B,1.55
1UP0,C3,BGC,2182,293,B,1.54
1UP0,C4,BGC,2183,293,B,1.53
1UP0,C5,BGC,2184,293,B,1.54
1UP0,O5,BGC,2190,293,B,1.43
1UP2,C1,IFM,2187,295,D,4.25
1UP2,C2,IFM,2185,295,D,2.49
1UP2,C3,IFM,2183,295,D,1.53
1UP2,C4,IFM,2182,295,D,1.51
1UP2,C5,IFM,2188,295,D,1.55
1UP2,O5,BGC,2200,296,E,5.43
1UP3,C1,BGC,2212,293,B,4.85
1UP3,C2,BGC,2207,293,B,1.54
1UP3,C3,BGC,2208,293,B,1.53
1UP3,C4,BGC,2209,293,B,1.53
1UP3,C5,BGC,2210,293,B,1.55
1UP3,O5,BGC,2216,293,B,1.41
4AVN,C1,BGC,3255,420,B,4.35
4AVN,C2,BGC,3250,420,B,1.54
4AVN,C3,BGC,3251,420,B,1.53
4AVN,C4,BGC,3252,420,B,1.54
4AVN,C5,BGC,3253,420,B,1.54
4AVN,O5,BGC,3259,420,B,1.43
4AVO,C1,BGC,3328,420,B,4.70
4AVO,C2,BGC,3323,420,B,1.55
4AVO,C3,BGC,3324,420,B,1.55
4AVO,C4,BGC,3325,420,B,1.53
4AVO,C5,BGC,3326,420,B,1.54
4AVO,O5,BGC,3332,420,B,1.43
4B4F,C1,BGC,6495,840,C,4.00
4B4F,C2,BGC,6490,840,C,1.54
4B4F,C3,BGC,6491,840,C,1.54
4B4F,C4,BGC,6492,840,C,1.54
4B4F,C5,BGC,6493,840,C,1.55
4B4F,O5,BGC,6499,840,C,1.42
2BOD,C1,SGC,2192,279,B,5.15
2BOD,C2,SGC,2193,279,B,1.54
2BOD,C3,SGC,2195,279,B,1.55
2BOD,C4,SGC,2197,279,B,1.55
2BOD,C5,SGC,2198,279,B,1.55
2BOD,O5,SGC,2199,279,B,1.44
2BOF,C1,BGC,2146,278,B,4.70
2BOF,C2,BGC,2141,278,B,1.53
2BOF,C3,BGC,2142,278,B,1.54
